DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,Free-EC12,Red-EC12,LEPIdentifiedEC12,LEPServedEC12,SPE-EC12,HML-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
15-16,68,Roseau                                       ,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT      ,000, ,01,01,05,87,11,13,1,1,15,,87,11,13,1,1,15,,, ,EC-12,
15-16,68,Roseau                                       ,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT      ,000, ,01,01,06,104,21,9,,,21,,104,21,9,,,21,,, ,EC-12,
15-16,68,Roseau                                       ,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT      ,000, ,01,01,07,101,15,10,1,1,14,,101,15,10,1,1,14,,, ,EC-12,
15-16,68,Roseau                                       ,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT      ,000, ,01,01,08,79,14,11,,,8,,79,14,11,,,8,,, ,EC-12,
15-16,68,Roseau                                       ,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT      ,000, ,01,01,09,92,16,7,,,12,,92,16,7,,,12,,, ,EC-12,
15-16,68,Roseau                                       ,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT      ,000, ,01,01,10,95,15,9,,,9,,95,15,9,,,9,,, ,EC-12,
15-16,68,Roseau                                       ,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT      ,000, ,01,01,11,74,10,6,,,12,,74,10,6,,,12,,, ,EC-12,
15-16,68,Roseau                                       ,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT      ,000, ,01,01,12,86,8,4,1,1,15,,86,8,4,1,1,15,,, ,EC-12,
15-16,68,Roseau                                       ,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT      ,000, ,01,01,All Grades,1156,184,137,4,4,162,,1174,192,141,4,4,180,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,EC,,,,,,,,26,11,3,,,26,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,KG,86,19,10,5,5,12,,86,19,10,5,5,12,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,01,63,16,8,2,2,6,,63,16,8,2,2,6,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,02,80,26,13,6,6,11,,80,26,13,6,6,11,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,03,64,22,9,8,8,13,,64,22,9,8,8,13,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,04,83,24,10,3,3,8,,83,24,10,3,3,8,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,05,73,29,5,10,10,5,,73,29,5,10,10,5,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,06,69,24,6,5,5,6,,69,24,6,5,5,6,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,07,78,23,14,2,2,10,,78,23,14,2,2,10,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,08,84,19,15,4,4,10,,84,19,15,4,4,10,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,09,86,16,12,1,1,12,,86,16,12,1,1,12,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,10,81,14,13,,,11,,81,14,13,,,11,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,11,70,15,7,,,7,,70,15,7,,,7,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,12,80,11,7,,,7,,80,11,7,,,7,,, ,EC-12,
15-16,68,Roseau                                       ,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     ,000, ,01,01,All Grades,997,258,129,46,46,118,,1023,269,132,46,46,144,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,EC,,,,,,,,11,3,,,,11,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,KG,54,22,7,,,6,,54,22,7,,,6,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,01,60,27,5,,,6,,60,27,5,,,6,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,02,58,28,10,,,5,,58,28,10,,,5,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,03,61,23,7,,,13,,61,23,7,,,13,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,04,62,27,8,,,15,,62,27,8,,,15,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,05,49,18,5,,,11,,49,18,5,,,11,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,06,61,19,6,,,12,,61,19,6,,,12,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,07,64,26,10,,,10,,64,26,10,,,10,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,08,66,36,8,,,4,,66,36,8,,,4,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,09,58,13,7,,,11,,58,13,7,,,11,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,10,44,15,3,,,7,,44,15,3,,,7,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,11,53,17,3,,,12,,53,17,3,,,12,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,12,44,7,3,,,3,,44,7,3,,,3,,, ,EC-12,
15-16,69,St. Louis                                    ,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    ,000, ,03,03,All Grades,734,278,82,,,115,,745,281,82,,,126,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,EC,,,,,,,,4,1,,,,4,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,KG,45,5,9,,,3,,45,5,9,,,3,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,01,50,11,4,,,5,,50,11,4,,,5,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,02,38,7,4,,,1,,38,7,4,,,1,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,03,50,10,9,,,4,,50,10,9,,,4,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,04,39,14,4,,,9,,39,14,4,,,9,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,05,52,9,5,,,9,,52,9,5,,,9,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,06,34,7,4,,,2,,34,7,4,,,2,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,07,41,11,4,,,2,,41,11,4,,,2,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,08,52,14,5,,,12,,52,14,5,,,12,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,09,37,7,7,,,7,,37,7,7,,,7,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,10,47,11,3,,,10,,47,11,3,,,10,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,11,42,7,7,,,8,,42,7,7,,,8,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,12,40,11,4,,,4,,40,11,4,,,4,,, ,EC-12,
15-16,69,St. Louis                                    ,0696,01,ELY PUBLIC SCHOOL DISTRICT         ,000, ,03,03,All Grades,567,124,69,,,76,,571,125,69,,,80,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,EC,,,,,,,,4,4,,,,4,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,KG,16,9,1,,,2,,16,9,1,,,2,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,01,12,3,2,,,5,,12,3,2,,,5,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,02,15,6,1,,,3,,15,6,1,,,3,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,03,12,2,4,,,3,,12,2,4,,,3,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,04,15,10,1,,,4,,15,10,1,,,4,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,05,18,4,3,,,1,,18,4,3,,,1,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,06,11,4,1,,,4,,11,4,1,,,4,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,07,23,7,2,,,7,,23,7,2,,,7,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,08,20,5,4,,,8,,20,5,4,,,8,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,09,23,5,5,,,5,,23,5,5,,,5,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,10,25,6,3,,,7,,25,6,3,,,7,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,11,16,4,2,,,2,,16,4,2,,,2,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,12,24,2,4,,,6,,24,2,4,,,6,,, ,EC-12,
15-16,69,St. Louis                                    ,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,000, ,03,03,All Grades,230,67,33,,,57,,234,71,33,,,61,,, ,EC-12,
15-16,69,St. Louis                                    ,0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT  ,000, ,03,03,EC,,,,,,,,32,7,1,,,32,2,, ,EC-12,
15-16,69,St. Louis                                    ,0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT  ,000, ,03,03,KG,150,21,9,,,13,1,150,21,9,,,13,1,, ,EC-12,
15-16,69,St. Louis                                    ,0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT  ,000, ,03,03,01,167,26,6,1,1,18,2,167,26,6,1,1,18,2,, ,EC-12,
15-16,69,St. Louis                                    ,0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT  ,000, ,03,03,02,143,21,3,,,15,1,143,21,3,,,15,1,, ,EC-12,
15-16,69,St. Louis                                    ,0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT  ,000, ,03,03,03,147,25,6,4,4,21,2,147,25,6,4,4,21,2,, ,EC-12,
15-16,69,St. Louis                                    ,0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT  ,000, ,03,03,04,170,25,5,,,20,1,170,25,5,,,20,1,, ,EC-12,
15-16,69,St. Louis                                    ,0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT  ,000, ,03,03,05,168,20,5,2,2,15,1,168,20,5,2,2,15,1,, ,EC-12,
15-16,69,St. Louis                                    ,0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT  ,000, ,03,03,06,173,23,7,,,27,3,173,23,7,,,27,3,, ,EC-12,
15-16,69,St. Louis                                    ,0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT  ,000, ,03,03,07,163,16,9,,,23,1,163,16,9,,,23,1,, ,EC-12,
