districtNumber,districtType,districtName,year,totalStudents,totalTeachers,studentTeacherRatio
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2017,938,64,14.65625
4232,07,SUCCESS ACADEMY,2017,166,15.9,10.440251572327044
4233,07,LEVEL UP ACADEMY,2017,164,14.56,11.263736263736263
4237,07,CAREER PATHWAYS,2017,144,9.86,14.60446247464503
4238,07,ROCHESTER BEACON ACADEMY,2017,210,34.48,6.090487238979119
4239,07,TESFA INTERNATIONAL SCHOOL,2017,248,24,10.333333333333334
4240,07,NEW CENTURY SCHOOL,2017,230,16.04,14.33915211970075
4243,07,NORTH METRO FLEX ACADEMY,2017,328,24.66,13.30089213300892
4244,07,FIT ACADEMY,2017,NA,NA,NA
4246,07,BIG PICTURE TWIN CITIES,2017,NA,NA,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2017,1026,69.88,14.682312535775615
4254,07,MARINE AREA COMMUNITY SCHOOL,2017,NA,NA,NA
6004,61,FRESHWATER ED. DIST.,2017,426,41.28,10.319767441860465
6012,61,ZUMBRO EDUCATION DISTRICT,2017,366,39.06,9.370199692780337
6013,61,HIAWATHA VALLEY ED. DISTRICT,2017,176,29.76,5.913978494623656
6014,61,RUNESTONE AREA ED. DISTRICT,2017,188,13.22,14.220877458396368
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2017,254,19.6,12.959183673469386
6026,61,WEST CENTRAL EDUCATION DISTRICT,2017,152,10,15.2
6027,61,MN VALLEY EDUCATION DISTRICT,2017,192,17.52,10.95890410958904
6049,61,RIVER BEND EDUCATION DISTRICT,2017,364,43.1,8.445475638051043
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2017,334,57.5,5.808695652173913
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2017,20,NA,NA
6076,50,NORTHLAND LEARNING CENTER,2017,298,31.1,9.581993569131832
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2017,192,39.54,4.855842185128983
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2017,78,NA,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2017,352,39.62,8.884401817264008
6094,52,CANNON VALLEY SPECIAL EDUCATION COO,2017,150,32.3,4.643962848297214
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUC,2017,84,17.2,4.883720930232558
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2017,NA,NA,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2017,204,37.28,5.472103004291846
6979,61,MID STATE EDUCATION DISTRICT,2017,80,19.04,4.201680672268908
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2016,2400,173.12,13.863216266173753
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2016,73290,5387.58,13.6035102959028
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2016,524,49.44,10.598705501618124
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2016,920,73.1,12.585499316005473
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2016,7072,445.6,15.870736086175942
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2016,76032,4303.66,17.66682312264445
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2016,13084,733.88,17.828527824712488
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2016,6356,446.22,14.244094841109765
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2016,6050,371.38,16.290591846626096
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2016,9384,517.82,18.122127380170713
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2016,11574,654.22,17.691296505762587
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2016,6068,416.7,14.562035037197024
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2016,1812,135.08,13.414273023393543
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2016,120,22,5.454545454545454
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2016,10470,683.86,15.310151200538122
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2016,1284,97.66,13.147655130043006
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2016,516,49.06,10.517733387688544
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2016,3068,271.92,11.28273021476905
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2016,8778,490.6,17.892376681614348
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2016,3770,218.02,17.2919915604073
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2016,1350,84.8,15.919811320754718
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2016,16598,1053.14,15.76048768444841
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2016,308,34.26,8.990075890251022
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2016,1152,87.1,13.226176808266361
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2016,1180,85.54,13.794715922375495
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2016,4054,267,15.183520599250937
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2016,1622,106.58,15.218615124788892
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2016,968,71.24,13.587871982032567
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2016,5098,323.52,15.757912957467855
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2016,654,44.9,14.565701559020045
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2016,1344,88.04,15.265788278055428
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2016,2456,140.38,17.495369710785013
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2016,674,48.38,13.931376601901611
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2016,2058,135.96,15.136804942630185
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2016,7850,469.14,16.73274502280769
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2016,3152,205.26,15.356133684107961
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2016,19066,1169.54,16.30213588248371
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2016,1442,118.82,12.136004039723954
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2016,2490,229,10.873362445414847
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2016,2056,131.36,15.651644336175394
0118,01,NORTHLAND COMMUNITY SCHOOLS,2016,672,59.34,11.324570273003033
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2016,2680,175.5,15.27065527065527
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2016,6136,368.26,16.662140878726987
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2016,1750,113.26,15.451174289245982
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2016,1720,110.74,15.531876467401121
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2016,1910,118.3,16.145393068469993
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2016,12732,777.3,16.379776148205327
0160,70,MINNESOTA STATE ACADEMIES,2016,320,74.1,4.318488529014845
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2016,2046,143.54,14.253866518043752
0166,01,COOK COUNTY PUBLIC SCHOOLS,2016,900,71.4,12.605042016806722
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2016,988,76.5,12.915032679738562
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2016,2102,166.52,12.623108335335093
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2016,13296,769.66,17.275160460463063
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2016,2170,137.22,15.814021279696837
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2016,3286,200.82,16.36291206055174
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2016,18400,1259.08,14.61384502970423
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2016,14238,795.6,17.895927601809955
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2016,21736,1135.6,19.140542444522723
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2016,1298,83.48,15.548634403449928
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2016,55706,3315.78,16.800270222994286
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2016,9928,650.96,15.25132112572201
0199,01,INVER GROVE HEIGHTS SCHOOLS,2016,7646,402.78,18.983067679626597
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2016,9036,508.18,17.781101184619622
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2016,1420,98.9,14.35793731041456
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2016,4184,240.54,17.394196391452567
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2016,7978,528.9,15.084136887880508
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2016,1668,107.42,15.527834667659654
0227,01,CHATFIELD PUBLIC SCHOOLS,2016,1768,114.38,15.457247770589264
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2016,682,53.76,12.686011904761905
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2016,512,43.9,11.662870159453304
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2016,1336,103.08,12.96080714008537
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2016,6794,477.4,14.231252618349393
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2016,992,72.14,13.75103964513446
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2016,2202,145.7,15.113246396705561
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2016,1276,88.6,14.401805869074494
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2016,2560,172.26,14.861256240566586
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2016,5370,331.34,16.206917365847772
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2016,496,42.54,11.659614480488951
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2016,220,24.24,9.075907590759076
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2016,13916,922.38,15.087057394999892
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2016,20798,1349.74,15.408893564686531
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2016,17998,1141.36,15.768907268521765
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2016,17066,1048.8,16.271929824561404
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2016,20446,1211.82,16.872142727467775
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2016,4588,256.1,17.914877001171416
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2016,5674,335.28,16.92316869482224
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2016,41022,2483.72,16.516354500507305
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2016,8658,620.38,13.955962474612335
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2016,25428,1572.14,16.17413207475161
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2016,3626,212.88,17.033070274332957
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2016,9454,593.1,15.9399763952116
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2016,21804,1318.94,16.531457079169634
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2016,4802,308.72,15.55454781031355
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2016,2418,559.12,4.324653026184003
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2016,NA,NA,NA
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2016,3904,230.88,16.90921690921691
0297,01,SPRING GROVE SCHOOL DISTRICT,2016,686,50.18,13.670785173375847
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2016,1340,95.1,14.090431125131442
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2016,2290,150.68,15.197770108839926
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2016,590,50.12,11.771747805267358
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2016,1204,82.08,14.668615984405458
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2016,3134,215.92,14.514635050018526
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2016,1614,112.2,14.385026737967914
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2016,2086,138.6,15.050505050505052
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2016,1788,146.02,12.244897959183673
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2016,8284,469.66,17.63829153004301
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2016,1254,85.52,14.663236669784846
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2016,620,53.86,11.511325659116228
0332,01,MORA PUBLIC SCHOOL DISTRICT,2016,3346,225.62,14.830245545607658
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2016,928,74,12.54054054054054
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2016,2898,174.6,16.5979381443299
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2016,8324,585.04,14.228086968412416
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2016,312,35.02,8.909194745859509
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2016,2180,136.88,15.92635885447107
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2016,722,43,16.790697674418606
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2016,540,78.84,6.8493150684931505
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2016,1068,78.56,13.594704684317719
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2016,2800,198.56,14.101531023368251
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2016,928,75,12.373333333333333
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2016,914,65.22,14.01410610242257
0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,2016,128,9.58,13.36116910229645
0398,52,MIDWEST SPECIAL EDUCATION COOP.,2016,30,2.28,13.157894736842106
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2016,178,32.1,5.545171339563863
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2016,158,19.8,7.979797979797979
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2016,266,23.86,11.148365465213747
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2016,5006,359.8,13.913285158421345
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2016,1020,87.52,11.654478976234005
0415,01,LYND PUBLIC SCHOOL DISTRICT,2016,286,37.56,7.614483493077742
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2016,5914,384.14,15.39542874993492
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2016,828,61.14,13.54268891069676
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2016,1276,103.2,12.364341085271317
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2016,1092,114.3,9.553805774278215
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2016,780,67.9,11.487481590574372
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2016,322,36.68,8.778625954198473
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2016,384,39.96,9.60960960960961
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2016,1942,128.72,15.087010565568676
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2016,3182,193.52,16.442744935923933
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2016,4570,275.48,16.58922607811819
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2016,930,71.56,12.996087199552822
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2016,6264,379.4,16.51027938850817
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2016,1350,95.72,14.103635603844547
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2016,5034,349.16,14.417459044564096
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2016,2294,147.26,15.577889447236181
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2016,1904,119.6,15.919732441471572
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2016,618,44.08,14.019963702359346
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2016,742,56.2,13.202846975088967
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2016,9664,672.52,14.369832867424018
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2016,848,73.04,11.610076670317634
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2016,540,41.3,13.075060532687653
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2016,580,48.92,11.856091578086671
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2016,922,81.3,11.340713407134071
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2016,684,55.76,12.266857962697275
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2016,722,51.5,14.019417475728156
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2016,4152,257.76,16.10800744878957
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2016,1122,81.88,13.702979970688814
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2016,294,35.46,8.291032148900168
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2016,6442,424.88,15.161928073809076
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2016,3916,211.8,18.489140698772427
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2016,2264,152.22,14.873209827880698
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2016,4112,252.12,16.30969379660479
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2016,34606,2173.7,15.920320191378757
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2016,928,65.58,14.150655687709667
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2016,5354,307.86,17.391021893068277
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2016,812,63.04,12.880710659898478
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2016,1096,83.64,13.103778096604495
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2016,1760,135.46,12.992765391997636
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2016,2912,206.68,14.089413586220243
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2016,1196,78.86,15.166117169667766
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2016,1492,97.18,15.352953282568429
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2016,396,39.22,10.09688934217236
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2016,4054,278.38,14.562827789352683
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2016,870,74.44,11.68726491133799
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2016,3280,241.98,13.554839242912639
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2016,802,59.66,13.442842775729133
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2016,410,41.8,9.808612440191387
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2016,2568,177.98,14.428587481739521
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2016,3762,228.82,16.440870553273317
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2016,944,70.64,13.363533408833522
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2016,514,35.62,14.430095451993264
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2016,1284,90.28,14.222419140451928
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2016,22802,1404.84,16.23102986817004
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS,2016,21070,1265.54,16.649019390931933
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2016,15232,926.44,16.44143171711066
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2016,16626,1017.24,16.344225551492272
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2016,75292,5094.46,14.779191513919042
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2016,738,66.3,11.131221719457015
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2016,46,8.44,5.450236966824645
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2016,774,62.06,12.471801482436351
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2016,7776,566.54,13.725420976453561
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2016,7940,469.06,16.92747196520701
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2016,748,51.82,14.434581242763413
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2016,514,41.68,12.332053742802303
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2016,2348,154.4,15.207253886010362
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2016,2046,118.72,17.233827493261455
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2016,1490,111.28,13.389647735442129
0696,01,ELY PUBLIC SCHOOL DISTRICT,2016,1142,78.2,14.603580562659847
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2016,468,48.4,9.669421487603307
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2016,4300,228.6,18.810148731408574
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2016,4910,286.44,17.141460689847786
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2016,3658,206.16,17.743500194024058
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2016,3390,218.06,15.546179950472347
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2016,146,21.98,6.6424021838034575
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2016,17264,1080.82,15.973057493384653
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2016,1170,97.24,12.032085561497327
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2016,3270,219.36,14.907002188183807
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2016,3650,224.74,16.24098958796832
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2016,16004,855.42,18.70893829931496
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2016,16330,1093.62,14.93206049633328
0721,01,NEW PRAGUE AREA SCHOOLS,2016,8254,455.18,18.133485654026977
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2016,5650,318.5,17.739403453689167
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2016,6420,335.58,19.131056677990347
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2016,26272,1366.1,19.231388624551645
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2016,2092,133.8,15.635276532137517
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2016,1416,92.86,15.248761576566874
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2016,2718,165.94,16.379414246113054
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2016,1888,130.82,14.432044029964837
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2016,20466,1395.68,14.663819786770606
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2016,2126,125.58,16.929447364229972
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2016,3448,244.06,14.127673522904203
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2016,7692,477.34,16.114300079607826
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2016,4162,241.68,17.221118834822907
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2016,1418,100.48,14.112261146496815
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2016,9918,613.58,16.164151373903973
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2016,1794,111.4,16.104129263913823
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2016,680,51.04,13.322884012539186
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2016,316,36.44,8.67178924259056
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2016,1348,100.1,13.466533466533468
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2016,1726,120.48,14.326029216467463
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2016,852,66.78,12.758310871518418
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2016,802,68.98,11.626558422731225
0801,01,BROWNS VALLEY PUBLIC SCHOOL DIST.,2016,206,24.06,8.561928512053202
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2016,804,71.92,11.17908787541713
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2016,1130,88.08,12.829246139872843
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2016,2512,174.6,14.38717067583047
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2016,1062,85.38,12.438510189739986
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2016,998,79.98,12.47811952988247
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2016,1978,131.82,15.005310271582461
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2016,3812,246.52,15.463248417978257
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2016,13190,768.2,17.170007810466025
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2016,6630,365.46,18.14152027581678
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2016,35774,2230.6,16.037837353178517
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2016,16352,849.56,19.247610527802628
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2016,454,37.44,12.126068376068377
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2016,1092,81.7,13.365973072215422
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2016,1944,124.98,15.55448871819491
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2016,1318,99.02,13.310442334881843
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2016,584,47.34,12.33629066328686
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2016,294,34.28,8.576429404900816
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2016,1510,113.84,13.264230498945889
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2016,2010,127.54,15.759761643405989
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2016,6254,450.84,13.871883595066986
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2016,3590,210.74,17.03520926259846
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2016,11662,664.94,17.53842451950552
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2016,4896,257.8,18.99146625290923
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2016,1760,114.72,15.341701534170154
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2016,8192,479.82,17.073069067567005
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2016,3436,217.06,15.82972450013821
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2016,12192,656.88,18.560467665327
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2016,1042,74.74,13.941664436713943
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2016,9814,559.4,17.543796925277082
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2016,3724,267.62,13.915252970629998
